mu,inc,y
1e-12,0.0,2.0
168.23325193525713,10418.134920399636,2.0
317.32416166291574,11438.917637076229,1.0
424.0628670150047,11916.339356375858,1.0
496.94647789276434,12220.043982813135,2.0
546.5338716401517,12466.07175143063,5.0
581.4187306117966,12714.018569640815,4.0
607.5624753730908,12979.087647749111,8.0
628.6770794515766,13256.874408632517,48.0
646.9108766502612,13539.778679359704,75.0
663.4482356507633,13822.080816978589,139.0
678.9186325567382,14100.171381287277,171.0
693.6436251698115,14371.778477849439,258.0
707.7769388703728,14635.342072457075,220.0
721.3815180321504,14889.655584825203,249.0
734.4713780777228,15133.687251258641,344.0
746.9367210345063,15366.497960431501,433.0
758.8802074003031,15587.206155512482,405.0
770.2609056922907,15794.975232994184,500.0
781.0345507459597,15989.011228274554,603.0
791.1582653801806,16168.56454542093,753.0
800.5915325716085,16332.934913614765,574.0
809.2967283239606,16481.475780306384,715.0
817.2392830249006,16613.598548168316,613.0
824.3877431843581,16728.779032897204,623.0
830.7138344938736,16826.56047706306,506.0
836.1925970013104,16906.558716112748,612.0
840.8025006400702,16968.462613768876,820.0
844.5256251126111,17012.040175992996,553.0
847.3477959058754,17037.13883378636,808.0
849.2586882115864,17043.68641133234,563.0
850.25189993268,17031.69147909805,652.0
850.325014141353,17001.24437095411,821.0
849.4795904879447,16952.514111952856,860.0
847.7211406338542,16885.74775421247,1051.0
845.059066972,16801.267732647248,884.0
841.5065729384751,16699.469149496406,862.0
837.0805027279202,16580.813815617934,834.0
831.801212894331,16445.829518093728,687.0
825.6923674446833,16295.10251136776,657.0
818.7807227044791,16129.273325582035,699.0
811.0958890913101,15949.031113110483,669.0
802.6700743601034,15755.107910046354,795.0
793.5378117836535,15548.272707960568,746.0
783.7356770472047,15329.325430786237,776.0
773.3019975593297,15099.09088939242,675.0
762.2765499610396,14858.412296427414,604.0
750.7002950488846,14608.147621391341,692.0
738.6150535549946,14349.160372749902,808.0
726.063219178828,14082.315829934552,847.0
713.0874980391826,13808.476684236899,811.0
699.7306392590507,13528.49710343685,845.0
686.0351811337341,13243.21836313326,758.0
672.0432151628611,12953.46476753708,731.0
657.796171988986,12660.040160598233,570.0
643.3346154679255,12363.723994217813,844.0
628.6980589136867,12065.268520972691,876.0
613.9248082267846,11765.39662531577,788.0
599.051821272887,11464.799502098002,692.0
584.1145781280478,11164.134397591464,606.0
569.146982258885,10864.023847152479,670.0
554.181285273983,10565.054938703775,560.0
539.2480070893339,10267.777355803177,629.0
524.3758741353488,9972.702918103896,680.0
509.59182088898433,9680.308137383312,715.0
494.9209680297246,9391.032360791229,694.0
480.3866081170543,9105.277950031683,736.0
466.01021671889777,8823.411508462392,625.0
451.811473438361,8545.764539730735,545.0
437.80830667562196,8272.635265161283,629.0
424.01692984665283,8004.288819402456,658.0
410.4518809972767,7740.958237877116,654.0
397.1260889886528,7482.84686593432,512.0
384.0509242959054,7230.12854502257,501.0
371.2362717013467,6982.950086255558,542.0
358.69060621402406,6741.43276942987,358.0
346.4210648501493,6505.673581524752,397.0
334.4335220437841,6275.746900426224,411.0
322.73264739458983,6051.704882591963,384.0
311.322012261139,5833.58176524844,382.0
300.20415628524273,5621.393179343082,367.0
289.3806647294508,5415.138424037956,247.0
278.8522493701343,5214.802155205049,254.0
268.6188302761472,5020.356036860496,229.0
258.6796192433762,4831.76047246065,234.0
249.03320004021313,4648.966063177213,236.0
239.6776129996818,4471.915503287688,236.0
230.61044889847037,4300.545817603357,212.0
221.82893386790988,4134.789618862793,157.0
213.33002892146575,3974.5777721600607,118.0
205.11053207769575,3819.8414444159716,172.0
197.1671843776311,3670.5143696619198,155.0
189.49678876193553,3526.535736561753,141.0
182.09633178091931,3387.8526506638154,151.0
174.96311023533087,3254.4228539513424,106.0
168.09486533244166,3126.217684582807,84.0
161.4899223957865,3003.2250509550795,91.0
155.14733136916138,2885.452234633267,100.0
149.06700883556047,2772.9287863261998,115.0
143.2498700966677,2665.708738447167,103.0
137.69795899223027,2563.8731738682836,96.0
132.4145656942602,2467.5320931719616,89.0
