,0
beta0,2.0
gamma,0.3221710909772133
rho,0.05254997167489284
alpha,1.2338768108119782
delta,1.0
epsilon,0.21041819028672165
phi,0.2217752511072566
k,4.194066271345874
compliance_max,0.9
beta_floor,0.1
rho_obs,0.9
log_theta,-5.0
I0,83.98806954369809
C0,26.913628124566277
P0,0.0
F0,0.5107974866502879
R0,0.8013324899873365
