,0
beta0,2.0
gamma,0.38914055713039003
rho,0.5
alpha,2.0
delta,0.0
epsilon,0.4236908972311312
phi,0.07769139945939948
k,8.0
compliance_max,0.8822972894039653
beta_floor,0.1
rho_obs,0.9
log_theta,0.8898371623484733
I0,100.0
C0,100.0
P0,0.0
F0,0.7878927994112865
R0,0.472389545242941
