,0
N,8800000.0
beta0,1.525972946657282
gamma,0.5
rho,0.5
alpha,0.19081168946062313
delta,0.0646088363962528
epsilon,0.3272439631904615
phi,0.2488388427440936
k,4.061608668426384
compliance_max,0.8086087423116851
beta_floor,0.1808060983291804
rho_obs,0.05
log_theta,2.1422530541368343
I0,82.56782522722449
C0,53.472844721459964
P0,0.23355534951495602
F0,0.6080344543342566
R0,0.8086898422275034
