mu,inc,y
1e-12,0.0,527.0
73.75306616809823,9578.09862755984,825.0
217.89495382496906,12323.403740052134,737.0
336.54197136849047,9612.423812003806,865.0
405.6784703278961,9751.674154942855,737.0
449.1711030313176,10230.307957312092,688.0
481.5520794564902,10727.766645476222,579.0
509.5003295247487,11241.080961344764,596.0
535.99630969176,11769.810673264787,743.0
562.3380596409357,12313.401832001284,715.0
589.0701689485945,12871.167582590133,922.0
616.4034009015667,13442.27990106307,818.0
644.4011090958076,14025.762057865039,640.0
673.0605820410558,14620.482015591115,571.0
702.3477593237544,15225.146991444752,664.0
732.2116038431113,15838.299438199028,1054.0
762.5239387359769,16458.314701272175,916.0
793.2916741173586,17083.4005991593,826.0
824.4663796312782,17711.599195372313,791.0
855.9191146765284,18340.790910240263,600.0
887.5494168311166,18968.70132925734,491.0
919.2530017663045,19592.91077294387,1075.0
950.9178843702985,20210.86662827432,969.0
982.4247945806161,20819.898964386433,1033.0
1013.6477679400634,21417.23868026398,820.0
1044.4548812065032,22000.039044223726,899.0
1074.7091334562608,22565.39964965731,942.0
1104.2694675349744,23110.392852841876,860.0
1132.9919312163436,23632.09325327445,986.0
1160.7309560608112,24127.606896302663,1264.0
1187.340758712832,24594.10586803034,1151.0
1212.6768076313253,25028.855752717704,1305.0
1236.5973782053575,25429.25485853292,1331.0
1258.9651614023667,25792.86320572812,1244.0
1279.6488717100237,26117.43420430459,1108.0
1298.5247964248651,26400.938776656985,1220.0
1315.4784215694185,26641.612052701414,1942.0
1330.4059318298707,26837.956744071096,1612.0
1343.2154601296786,26988.761819704436,2272.0
1353.8282970597102,27093.134127624333,1903.0
1362.179969482426,27150.501303188503,1658.0
1368.2210863557982,27160.619325172156,1413.0
1371.9179683605341,27123.574839187786,1418.0
1373.2530521285769,27039.78209047392,1542.0
1372.2250592697324,26909.975078307092,1555.0
1368.8489273066205,26735.19512189366,1682.0
1363.1555058799354,26516.774185680784,1432.0
1355.191027282282,26256.314400288276,1230.0
1345.0163659838342,25955.664299977012,1056.0
1332.7061064875468,25616.89235602785,1154.0
1318.3474429897622,25242.25842517242,1273.0
1302.0389372713198,24834.18375073187,1135.0
1283.8891640206366,24395.220152146183,1057.0
1264.0152734818032,23928.019018056802,1234.0
1242.5415017471464,23435.300680670887,840.0
1219.5976588111173,22919.824706021696,904.0
1195.3176250703616,22384.36186107993,1037.0
1169.837869668183,21831.665971203707,1104.0
1143.2960367081505,21264.452110577375,1140.0
1115.8298447552427,20685.403157087043,1100.0
1087.5754385408136,20097.047815116122,1113.0
1058.666039233648,19501.84471500758,895.0
1029.2308815992699,18902.109310833737,836.0
999.3956726578479,18300.21583822649,855.0
969.2812377831418,17698.192271484062,885.0
939.0019449710406,17097.977218119428,927.0
908.6655926890511,16501.393993005157,1015.0
878.3732166526271,15910.105118554085,1022.0
848.2187804215531,15325.624325117096,718.0
818.2889775463077,14749.316739914939,683.0
788.6631574406886,14182.4045989234,729.0
759.4133314633403,13625.967356684618,818.0
730.6042456248672,13080.947843643837,867.0
702.2935348081298,12548.158959356137,892.0
674.5319546404744,12028.291707658209,886.0
647.3636039191264,11521.913581158966,626.0
620.826233524112,11029.488639282063,539.0
594.9515880799171,10551.375570780598,562.0
569.765779572005,10087.843506949954,618.0
545.2896430274837,9639.06993642915,786.0
521.5390901429439,9205.154512025416,618.0
498.5254926202046,8786.125252386555,591.0
476.25606059035186,8381.945346182212,431.0
454.7342184867527,7992.520914950408,376.0
433.9599624931433,7617.705868561752,380.0
413.93020599428314,7257.309461513534,459.0
394.63911407955356,6911.101568131708,452.0
376.0784221882172,6578.818454059772,428.0
358.23772759069095,6260.166389277205,376.0
341.1047747040011,5954.828906947747,317.0
324.6657191922573,5662.468770315871,237.0
