f,Pxx
0.0,1948721.6391226754
0.007194244604316547,18966444.906468328
0.014388489208633094,5170999.203371057
0.02158273381294964,163154.61715171026
0.02877697841726619,1503.353360484241
0.03597122302158273,113.52876080421001
0.04316546762589928,9.76299308083636
0.05035971223021583,1.8736572540478587
0.05755395683453238,0.7912334211416627
0.06474820143884892,0.5784857945784856
0.07194244604316546,0.5103431018208019
0.07913669064748202,0.4204460235107671
0.08633093525179857,0.3150566090744477
0.09352517985611511,0.22932321151333496
0.10071942446043167,0.165662392936265
0.10791366906474821,0.12271108020023536
0.11510791366906475,0.0918310231865731
0.1223021582733813,0.06914400435998486
0.12949640287769784,0.05250289605407434
0.1366906474820144,0.03929476719591333
0.14388489208633093,0.02987814574843932
0.1510791366906475,0.022363788940627218
0.15827338129496404,0.017205219227456235
0.16546762589928057,0.013363553066092613
0.17266187050359713,0.010645172177946548
0.1798561151079137,0.008723352184151503
0.18705035971223022,0.0071035006623001405
0.19424460431654678,0.005900706846864834
0.20143884892086333,0.004724787672593455
0.20863309352517986,0.0037904836494154883
0.21582733812949642,0.002964665464833102
0.22302158273381295,0.0023205723322072503
0.2302158273381295,0.0018641467454744605
0.23741007194244607,0.0015166562303649076
0.2446043165467626,0.0013074882826239439
0.2517985611510791,0.0011243291334607742
0.2589928057553957,0.0009866381093461601
0.26618705035971224,0.0008387518655380035
0.2733812949640288,0.0006934427921691246
0.28057553956834536,0.0005606478416176225
0.28776978417266186,0.000438445551451079
0.2949640287769784,0.00035174434580335825
0.302158273381295,0.0002857562809246346
0.30935251798561153,0.0002484613956342249
0.3165467625899281,0.00022178460500784936
0.32374100719424465,0.0002013512971361224
0.33093525179856115,0.000179387503533437
0.3381294964028777,0.00015280880548887142
0.34532374100719426,0.00012569356833220299
0.3525179856115108,9.813598479781886e-05
0.3597122302158274,7.645059849981777e-05
0.3669064748201439,5.999050472726751e-05
0.37410071942446044,5.021926587715836e-05
0.381294964028777,4.4326512732347054e-05
0.38848920863309355,4.043496275508251e-05
0.3956834532374101,3.675415708884976e-05
0.40287769784172667,3.1758746060391156e-05
0.41007194244604317,2.631665266322852e-05
0.4172661870503597,2.0172583515945035e-05
0.4244604316546763,1.4932226668799116e-05
0.43165467625899284,1.0675746088757797e-05
0.4388489208633094,7.711923190276947e-06
0.4460431654676259,5.8982265935415166e-06
0.45323741007194246,4.615841761810378e-06
0.460431654676259,3.7990417996142277e-06
0.4676258992805756,2.963518880675235e-06
0.47482014388489213,2.237309907922546e-06
0.48201438848920863,1.6025326170845724e-06
0.4892086330935252,1.0916407450409034e-06
0.49640287769784175,8.57444828575938e-07
