Date,Regroupement,Croisement,Nom,psi_quo_pos_n
2020-02-02,Groupe d'âge,30_39,30-39 ans,0
2020-02-02,Groupe d'âge,40_49,40-49 ans,0
2020-02-02,Groupe d'âge,50_59,50-59 ans,0
2020-02-02,Groupe d'âge,60_69,60-69 ans,0
2020-02-02,Groupe d'âge,70_79,70-79 ans,0
2020-02-02,Groupe d'âge,80_89,80-89 ans,0
2020-02-02,Groupe d'âge,90_,90 ans et plus,0
2020-02-02,Groupe d'âge,INC,Inconnu,0
2020-02-02,Groupe d'âge,TOT,Total,0
2020-02-02,Sexe,MASC,Masculin,0
2020-02-02,Sexe,FEM,Féminin,0
2020-02-02,Sexe,INC,Inconnu,0
2020-02-02,Sexe,TOT,Total,0
2020-02-03,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-02-03,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-02-03,Région,RSS03,03 - Capitale-Nationale,0
2020-02-03,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-02-03,Région,RSS05,05 - Estrie,0
2020-02-03,Région,RSS06,06 - Montréal,0
2020-02-03,Région,RSS07,07 - Outaouais,0
2020-02-03,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-02-03,Région,RSS09,09 - Côte-Nord,0
2020-02-03,Région,RSS10,10 - Nord-du-Québec,0
2020-02-03,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-02-03,Région,RSS12,12 - Chaudière-Appalaches,0
2020-02-03,Région,RSS13,13 - Laval,0
2020-02-03,Région,RSS14,14 - Lanaudière,0
2020-02-03,Région,RSS15,15 - Laurentides,0
2020-02-03,Région,RSS16,16 - Montérégie,0
2020-02-03,Région,RSS17,17 - Nunavik,0
2020-02-03,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-02-03,Région,RSS00,Inconnu,0
2020-02-03,Région,RSS98,Hors Québec,0
2020-02-03,Région,RSS99,Ensemble du Québec,0
2020-02-03,Groupe de région,REG01,Montréal et Laval,0
2020-02-03,Groupe de région,REG02,Ceinture de Montréal,0
2020-02-03,Groupe de région,REG03,Autres régions,0
2020-02-03,Groupe de région,REG00,Inconnu,0
2020-02-03,Groupe de région,REG98,Hors Québec,0
2020-02-03,Groupe d'âge,0_9,0-9 ans,0
2020-02-03,Groupe d'âge,10_19,10-19 ans,0
2020-02-03,Groupe d'âge,20_29,20-29 ans,0
2020-02-03,Groupe d'âge,30_39,30-39 ans,0
2020-02-03,Groupe d'âge,40_49,40-49 ans,0
2020-02-03,Groupe d'âge,50_59,50-59 ans,0
2020-02-03,Groupe d'âge,60_69,60-69 ans,0
2020-02-03,Groupe d'âge,70_79,70-79 ans,0
2020-02-03,Groupe d'âge,80_89,80-89 ans,0
2020-02-03,Groupe d'âge,90_,90 ans et plus,0
2020-02-03,Groupe d'âge,INC,Inconnu,0
2020-02-03,Groupe d'âge,TOT,Total,0
2020-02-03,Sexe,MASC,Masculin,0
2020-02-03,Sexe,FEM,Féminin,0
2020-02-03,Sexe,INC,Inconnu,0
2020-02-03,Sexe,TOT,Total,0
2020-02-04,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-02-04,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-02-04,Région,RSS03,03 - Capitale-Nationale,0
2020-02-04,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-02-04,Région,RSS05,05 - Estrie,0
2020-02-04,Région,RSS06,06 - Montréal,0
2020-02-04,Région,RSS07,07 - Outaouais,0
2020-02-04,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-02-04,Région,RSS09,09 - Côte-Nord,0
2020-02-04,Région,RSS10,10 - Nord-du-Québec,0
2020-02-04,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-02-04,Région,RSS12,12 - Chaudière-Appalaches,0
2020-02-04,Région,RSS13,13 - Laval,0
2020-02-04,Région,RSS14,14 - Lanaudière,0
2020-02-04,Région,RSS15,15 - Laurentides,0
2020-02-04,Région,RSS16,16 - Montérégie,0
2020-02-04,Région,RSS17,17 - Nunavik,0
2020-02-04,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-02-04,Région,RSS00,Inconnu,0
2020-02-04,Région,RSS98,Hors Québec,0
2020-02-04,Région,RSS99,Ensemble du Québec,0
2020-02-04,Groupe de région,REG01,Montréal et Laval,0
2020-02-04,Groupe de région,REG02,Ceinture de Montréal,0
2020-02-04,Groupe de région,REG03,Autres régions,0
2020-02-04,Groupe de région,REG00,Inconnu,0
2020-02-04,Groupe de région,REG98,Hors Québec,0
2020-02-04,Groupe d'âge,0_9,0-9 ans,0
2020-02-04,Groupe d'âge,10_19,10-19 ans,0
2020-02-04,Groupe d'âge,20_29,20-29 ans,0
2020-02-04,Groupe d'âge,30_39,30-39 ans,0
2020-02-04,Groupe d'âge,40_49,40-49 ans,0
2020-02-04,Groupe d'âge,50_59,50-59 ans,0
2020-02-04,Groupe d'âge,60_69,60-69 ans,0
2020-02-04,Groupe d'âge,70_79,70-79 ans,0
2020-02-04,Groupe d'âge,80_89,80-89 ans,0
2020-02-04,Groupe d'âge,90_,90 ans et plus,0
2020-02-04,Groupe d'âge,INC,Inconnu,0
2020-02-04,Groupe d'âge,TOT,Total,0
2020-02-04,Sexe,MASC,Masculin,0
2020-02-04,Sexe,FEM,Féminin,0
2020-02-04,Sexe,INC,Inconnu,0
2020-02-04,Sexe,TOT,Total,0
2020-02-05,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-02-05,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-02-05,Région,RSS03,03 - Capitale-Nationale,0
2020-02-05,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-02-05,Région,RSS05,05 - Estrie,0
2020-02-05,Région,RSS06,06 - Montréal,0
2020-02-05,Région,RSS07,07 - Outaouais,0
2020-02-05,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-02-05,Région,RSS09,09 - Côte-Nord,0
2020-02-05,Région,RSS10,10 - Nord-du-Québec,0
2020-02-05,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-02-05,Région,RSS12,12 - Chaudière-Appalaches,0
2020-02-05,Région,RSS13,13 - Laval,0
2020-02-05,Région,RSS14,14 - Lanaudière,0
2020-02-05,Région,RSS15,15 - Laurentides,0
2020-02-05,Région,RSS16,16 - Montérégie,0
2020-02-05,Région,RSS17,17 - Nunavik,0
2020-02-05,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-02-05,Région,RSS00,Inconnu,0
2020-02-05,Région,RSS98,Hors Québec,0
2020-02-05,Région,RSS99,Ensemble du Québec,0
2020-02-05,Groupe de région,REG01,Montréal et Laval,0
2020-02-05,Groupe de région,REG02,Ceinture de Montréal,0
2020-02-05,Groupe de région,REG03,Autres régions,0
2020-02-05,Groupe de région,REG00,Inconnu,0
2020-02-05,Groupe de région,REG98,Hors Québec,0
2020-02-05,Groupe d'âge,0_9,0-9 ans,0
2020-02-05,Groupe d'âge,10_19,10-19 ans,0
2020-02-05,Groupe d'âge,20_29,20-29 ans,0
2020-02-05,Groupe d'âge,30_39,30-39 ans,0
2020-02-05,Groupe d'âge,40_49,40-49 ans,0
2020-02-05,Groupe d'âge,50_59,50-59 ans,0
2020-02-05,Groupe d'âge,60_69,60-69 ans,0
2020-02-05,Groupe d'âge,70_79,70-79 ans,0
2020-02-05,Groupe d'âge,80_89,80-89 ans,0
2020-02-05,Groupe d'âge,90_,90 ans et plus,0
2020-02-05,Groupe d'âge,INC,Inconnu,0
2020-02-05,Groupe d'âge,TOT,Total,0
2020-02-05,Sexe,MASC,Masculin,0
2020-02-05,Sexe,FEM,Féminin,0
2020-02-05,Sexe,INC,Inconnu,0
2020-02-05,Sexe,TOT,Total,0
2020-02-06,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-02-06,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-02-06,Région,RSS03,03 - Capitale-Nationale,0
2020-02-06,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-02-06,Région,RSS05,05 - Estrie,0
2020-02-06,Région,RSS06,06 - Montréal,0
2020-02-06,Région,RSS07,07 - Outaouais,0
2020-02-06,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-02-06,Région,RSS09,09 - Côte-Nord,0
2020-02-06,Région,RSS10,10 - Nord-du-Québec,0
2020-02-06,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-02-06,Région,RSS12,12 - Chaudière-Appalaches,0
2020-02-06,Région,RSS13,13 - Laval,0
2020-02-06,Région,RSS14,14 - Lanaudière,0
2020-02-06,Région,RSS15,15 - Laurentides,0
2020-02-06,Région,RSS16,16 - Montérégie,0
2020-02-06,Région,RSS17,17 - Nunavik,0
2020-02-06,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-02-06,Région,RSS00,Inconnu,0
2020-02-06,Région,RSS98,Hors Québec,0
2020-02-06,Région,RSS99,Ensemble du Québec,0
2020-02-06,Groupe de région,REG01,Montréal et Laval,0
2020-02-06,Groupe de région,REG02,Ceinture de Montréal,0
2020-02-06,Groupe de région,REG03,Autres régions,0
2020-02-06,Groupe de région,REG00,Inconnu,0
2020-02-06,Groupe de région,REG98,Hors Québec,0
2020-02-06,Groupe d'âge,0_9,0-9 ans,0
2020-02-06,Groupe d'âge,10_19,10-19 ans,0
2020-02-06,Groupe d'âge,20_29,20-29 ans,0
2020-02-06,Groupe d'âge,30_39,30-39 ans,0
2020-02-06,Groupe d'âge,40_49,40-49 ans,0
2020-02-06,Groupe d'âge,50_59,50-59 ans,0
2020-02-06,Groupe d'âge,60_69,60-69 ans,0
2020-02-06,Groupe d'âge,70_79,70-79 ans,0
2020-02-06,Groupe d'âge,80_89,80-89 ans,0
2020-02-06,Groupe d'âge,90_,90 ans et plus,0
2020-02-06,Groupe d'âge,INC,Inconnu,0
2020-02-06,Groupe d'âge,TOT,Total,0
2020-02-06,Sexe,MASC,Masculin,0
2020-02-06,Sexe,FEM,Féminin,0
2020-02-06,Sexe,INC,Inconnu,0
2020-02-06,Sexe,TOT,Total,0
2020-02-07,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-02-07,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-02-07,Région,RSS03,03 - Capitale-Nationale,0
2020-02-07,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-02-07,Région,RSS05,05 - Estrie,0
2020-02-07,Région,RSS06,06 - Montréal,0
2020-02-07,Région,RSS07,07 - Outaouais,0
2020-02-07,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-02-07,Région,RSS09,09 - Côte-Nord,0
2020-02-07,Région,RSS10,10 - Nord-du-Québec,0
2020-02-07,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-02-07,Région,RSS12,12 - Chaudière-Appalaches,0
2020-02-07,Région,RSS13,13 - Laval,0
2020-02-07,Région,RSS14,14 - Lanaudière,0
2020-02-07,Région,RSS15,15 - Laurentides,0
2020-02-07,Région,RSS16,16 - Montérégie,0
2020-02-07,Région,RSS17,17 - Nunavik,0
2020-02-07,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-02-07,Région,RSS00,Inconnu,0
2020-02-07,Région,RSS98,Hors Québec,0
2020-02-07,Région,RSS99,Ensemble du Québec,0
2020-02-07,Groupe de région,REG01,Montréal et Laval,0
2020-02-07,Groupe de région,REG02,Ceinture de Montréal,0
2020-02-07,Groupe de région,REG03,Autres régions,0
2020-02-07,Groupe de région,REG00,Inconnu,0
2020-02-07,Groupe de région,REG98,Hors Québec,0
2020-02-07,Groupe d'âge,0_9,0-9 ans,0
2020-02-07,Groupe d'âge,10_19,10-19 ans,0
2020-02-07,Groupe d'âge,20_29,20-29 ans,0
2020-02-07,Groupe d'âge,30_39,30-39 ans,0
2020-02-07,Groupe d'âge,40_49,40-49 ans,0
2020-02-07,Groupe d'âge,50_59,50-59 ans,0
2020-02-07,Groupe d'âge,60_69,60-69 ans,0
2020-02-07,Groupe d'âge,70_79,70-79 ans,0
2020-02-07,Groupe d'âge,80_89,80-89 ans,0
2020-02-07,Groupe d'âge,90_,90 ans et plus,0
2020-02-07,Groupe d'âge,INC,Inconnu,0
2020-02-07,Groupe d'âge,TOT,Total,0
2020-02-07,Sexe,MASC,Masculin,0
2020-02-07,Sexe,FEM,Féminin,0
2020-02-07,Sexe,INC,Inconnu,0
2020-02-07,Sexe,TOT,Total,0
2020-02-08,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-02-08,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-02-08,Région,RSS03,03 - Capitale-Nationale,0
2020-02-08,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-02-08,Région,RSS05,05 - Estrie,0
2020-02-08,Région,RSS06,06 - Montréal,0
2020-02-08,Région,RSS07,07 - Outaouais,0
2020-02-08,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-02-08,Région,RSS09,09 - Côte-Nord,0
2020-02-08,Région,RSS10,10 - Nord-du-Québec,0
2020-02-08,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-02-08,Région,RSS12,12 - Chaudière-Appalaches,0
2020-02-08,Région,RSS13,13 - Laval,0
2020-02-08,Région,RSS14,14 - Lanaudière,0
2020-02-08,Région,RSS15,15 - Laurentides,0
2020-02-08,Région,RSS16,16 - Montérégie,0
2020-02-08,Région,RSS17,17 - Nunavik,0
2020-02-08,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-02-08,Région,RSS00,Inconnu,0
2020-02-08,Région,RSS98,Hors Québec,0
2020-02-08,Région,RSS99,Ensemble du Québec,0
2020-02-08,Groupe de région,REG01,Montréal et Laval,0
2020-02-08,Groupe de région,REG02,Ceinture de Montréal,0
2020-02-08,Groupe de région,REG03,Autres régions,0
2020-02-08,Groupe de région,REG00,Inconnu,0
2020-02-08,Groupe de région,REG98,Hors Québec,0
2020-02-08,Groupe d'âge,0_9,0-9 ans,0
2020-02-08,Groupe d'âge,10_19,10-19 ans,0
2020-02-08,Groupe d'âge,20_29,20-29 ans,0
2020-02-08,Groupe d'âge,30_39,30-39 ans,0
2020-02-08,Groupe d'âge,40_49,40-49 ans,0
2020-02-08,Groupe d'âge,50_59,50-59 ans,0
2020-02-08,Groupe d'âge,60_69,60-69 ans,0
2020-02-08,Groupe d'âge,70_79,70-79 ans,0
2020-02-08,Groupe d'âge,80_89,80-89 ans,0
2020-02-08,Groupe d'âge,90_,90 ans et plus,0
2020-02-08,Groupe d'âge,INC,Inconnu,0
2020-02-08,Groupe d'âge,TOT,Total,0
2020-02-08,Sexe,MASC,Masculin,0
2020-02-08,Sexe,FEM,Féminin,0
2020-02-08,Sexe,INC,Inconnu,0
2020-02-08,Sexe,TOT,Total,0
2020-02-09,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-02-09,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-02-09,Région,RSS03,03 - Capitale-Nationale,0
2020-02-09,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-02-09,Région,RSS05,05 - Estrie,0
2020-02-09,Région,RSS06,06 - Montréal,0
2020-02-09,Région,RSS07,07 - Outaouais,0
2020-02-09,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-02-09,Région,RSS09,09 - Côte-Nord,0
2020-02-09,Région,RSS10,10 - Nord-du-Québec,0
2020-02-09,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-02-09,Région,RSS12,12 - Chaudière-Appalaches,0
2020-02-09,Région,RSS13,13 - Laval,0
2020-02-09,Région,RSS14,14 - Lanaudière,0
2020-02-09,Région,RSS15,15 - Laurentides,0
2020-02-09,Région,RSS16,16 - Montérégie,0
2020-02-09,Région,RSS17,17 - Nunavik,0
2020-02-09,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-02-09,Région,RSS00,Inconnu,0
2020-02-09,Région,RSS98,Hors Québec,0
2020-02-09,Région,RSS99,Ensemble du Québec,0
2020-02-09,Groupe de région,REG01,Montréal et Laval,0
2020-02-09,Groupe de région,REG02,Ceinture de Montréal,0
2020-02-09,Groupe de région,REG03,Autres régions,0
2020-02-09,Groupe de région,REG00,Inconnu,0
2020-02-09,Groupe de région,REG98,Hors Québec,0
2020-02-09,Groupe d'âge,0_9,0-9 ans,0
2020-02-09,Groupe d'âge,10_19,10-19 ans,0
2020-02-09,Groupe d'âge,20_29,20-29 ans,0
2020-02-09,Groupe d'âge,30_39,30-39 ans,0
2020-02-09,Groupe d'âge,40_49,40-49 ans,0
2020-02-09,Groupe d'âge,50_59,50-59 ans,0
2020-02-09,Groupe d'âge,60_69,60-69 ans,0
2020-02-09,Groupe d'âge,70_79,70-79 ans,0
2020-02-09,Groupe d'âge,80_89,80-89 ans,0
2020-02-09,Groupe d'âge,90_,90 ans et plus,0
2020-02-09,Groupe d'âge,INC,Inconnu,0
2020-02-09,Groupe d'âge,TOT,Total,0
2020-02-09,Sexe,MASC,Masculin,0
2020-02-09,Sexe,FEM,Féminin,0
2020-02-09,Sexe,INC,Inconnu,0
2020-02-09,Sexe,TOT,Total,0
2020-02-10,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-02-10,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-02-10,Région,RSS03,03 - Capitale-Nationale,0
2020-02-10,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-02-10,Région,RSS05,05 - Estrie,0
2020-02-10,Région,RSS06,06 - Montréal,0
2020-02-10,Région,RSS07,07 - Outaouais,0
2020-02-10,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-02-10,Région,RSS09,09 - Côte-Nord,0
2020-02-10,Région,RSS10,10 - Nord-du-Québec,0
2020-02-10,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-02-10,Région,RSS12,12 - Chaudière-Appalaches,0
2020-02-10,Région,RSS13,13 - Laval,0
2020-02-10,Région,RSS14,14 - Lanaudière,0
2020-02-10,Région,RSS15,15 - Laurentides,0
2020-02-10,Région,RSS16,16 - Montérégie,0
2020-02-10,Région,RSS17,17 - Nunavik,0
2020-02-10,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-02-10,Région,RSS00,Inconnu,0
2020-02-10,Région,RSS98,Hors Québec,0
2020-02-10,Région,RSS99,Ensemble du Québec,0
2020-02-10,Groupe de région,REG01,Montréal et Laval,0
2020-02-10,Groupe de région,REG02,Ceinture de Montréal,0
2020-02-10,Groupe de région,REG03,Autres régions,0
2020-02-10,Groupe de région,REG00,Inconnu,0
2020-02-10,Groupe de région,REG98,Hors Québec,0
2020-02-10,Groupe d'âge,0_9,0-9 ans,0
2020-02-10,Groupe d'âge,10_19,10-19 ans,0
2020-02-10,Groupe d'âge,20_29,20-29 ans,0
2020-02-10,Groupe d'âge,30_39,30-39 ans,0
2020-02-10,Groupe d'âge,40_49,40-49 ans,0
2020-02-10,Groupe d'âge,50_59,50-59 ans,0
2020-02-10,Groupe d'âge,60_69,60-69 ans,0
2020-02-10,Groupe d'âge,70_79,70-79 ans,0
2020-02-10,Groupe d'âge,80_89,80-89 ans,0
2020-02-10,Groupe d'âge,90_,90 ans et plus,0
2020-02-10,Groupe d'âge,INC,Inconnu,0
2020-02-10,Groupe d'âge,TOT,Total,0
2020-02-10,Sexe,MASC,Masculin,0
2020-02-10,Sexe,FEM,Féminin,0
2020-02-10,Sexe,INC,Inconnu,0
2020-02-10,Sexe,TOT,Total,0
2020-02-11,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-02-11,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-02-11,Région,RSS03,03 - Capitale-Nationale,0
2020-02-11,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-02-11,Région,RSS05,05 - Estrie,0
2020-02-11,Région,RSS06,06 - Montréal,0
2020-02-11,Région,RSS07,07 - Outaouais,0
2020-02-11,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-02-11,Région,RSS09,09 - Côte-Nord,0
2020-02-11,Région,RSS10,10 - Nord-du-Québec,0
2020-02-11,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-02-11,Région,RSS12,12 - Chaudière-Appalaches,0
2020-02-11,Région,RSS13,13 - Laval,0
2020-02-11,Région,RSS14,14 - Lanaudière,0
2020-02-11,Région,RSS15,15 - Laurentides,0
2020-02-11,Région,RSS16,16 - Montérégie,0
2020-02-11,Région,RSS17,17 - Nunavik,0
2020-02-11,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-02-11,Région,RSS00,Inconnu,0
2020-02-11,Région,RSS98,Hors Québec,0
2020-02-11,Région,RSS99,Ensemble du Québec,0
2020-02-11,Groupe de région,REG01,Montréal et Laval,0
2020-02-11,Groupe de région,REG02,Ceinture de Montréal,0
2020-02-11,Groupe de région,REG03,Autres régions,0
2020-02-11,Groupe de région,REG00,Inconnu,0
2020-02-11,Groupe de région,REG98,Hors Québec,0
2020-02-11,Groupe d'âge,0_9,0-9 ans,0
2020-02-11,Groupe d'âge,10_19,10-19 ans,0
2020-02-11,Groupe d'âge,20_29,20-29 ans,0
2020-02-11,Groupe d'âge,30_39,30-39 ans,0
2020-02-11,Groupe d'âge,40_49,40-49 ans,0
2020-02-11,Groupe d'âge,50_59,50-59 ans,0
2020-02-11,Groupe d'âge,60_69,60-69 ans,0
2020-02-11,Groupe d'âge,70_79,70-79 ans,0
2020-02-11,Groupe d'âge,80_89,80-89 ans,0
2020-02-11,Groupe d'âge,90_,90 ans et plus,0
2020-02-11,Groupe d'âge,INC,Inconnu,0
2020-02-11,Groupe d'âge,TOT,Total,0
2020-02-11,Sexe,MASC,Masculin,0
2020-02-11,Sexe,FEM,Féminin,0
2020-02-11,Sexe,INC,Inconnu,0
2020-02-11,Sexe,TOT,Total,0
2020-02-12,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-02-12,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-02-12,Région,RSS03,03 - Capitale-Nationale,0
2020-02-12,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-02-12,Région,RSS05,05 - Estrie,0
2020-02-12,Région,RSS06,06 - Montréal,0
2020-02-12,Région,RSS07,07 - Outaouais,0
2020-02-12,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-02-12,Région,RSS09,09 - Côte-Nord,0
2020-02-12,Région,RSS10,10 - Nord-du-Québec,0
2020-02-12,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-02-12,Région,RSS12,12 - Chaudière-Appalaches,0
2020-02-12,Région,RSS13,13 - Laval,0
2020-02-12,Région,RSS14,14 - Lanaudière,0
2020-02-12,Région,RSS15,15 - Laurentides,0
2020-02-12,Région,RSS16,16 - Montérégie,0
2020-02-12,Région,RSS17,17 - Nunavik,0
2020-02-12,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-02-12,Région,RSS00,Inconnu,0
2020-02-12,Région,RSS98,Hors Québec,0
2020-02-12,Région,RSS99,Ensemble du Québec,0
2020-02-12,Groupe de région,REG01,Montréal et Laval,0
2020-02-12,Groupe de région,REG02,Ceinture de Montréal,0
2020-02-12,Groupe de région,REG03,Autres régions,0
2020-02-12,Groupe de région,REG00,Inconnu,0
2020-02-12,Groupe de région,REG98,Hors Québec,0
2020-02-12,Groupe d'âge,0_9,0-9 ans,0
2020-02-12,Groupe d'âge,10_19,10-19 ans,0
2020-02-12,Groupe d'âge,20_29,20-29 ans,0
2020-02-12,Groupe d'âge,30_39,30-39 ans,0
2020-02-12,Groupe d'âge,40_49,40-49 ans,0
2020-02-12,Groupe d'âge,50_59,50-59 ans,0
2020-02-12,Groupe d'âge,60_69,60-69 ans,0
2020-02-12,Groupe d'âge,70_79,70-79 ans,0
2020-02-12,Groupe d'âge,80_89,80-89 ans,0
2020-02-12,Groupe d'âge,90_,90 ans et plus,0
2020-02-12,Groupe d'âge,INC,Inconnu,0
2020-02-12,Groupe d'âge,TOT,Total,0
2020-02-12,Sexe,MASC,Masculin,0
2020-02-12,Sexe,FEM,Féminin,0
2020-02-12,Sexe,INC,Inconnu,0
2020-02-12,Sexe,TOT,Total,0
2020-02-13,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-02-13,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-02-13,Région,RSS03,03 - Capitale-Nationale,0
2020-02-13,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-02-13,Région,RSS05,05 - Estrie,0
2020-02-13,Région,RSS06,06 - Montréal,0
2020-02-13,Région,RSS07,07 - Outaouais,0
2020-02-13,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-02-13,Région,RSS09,09 - Côte-Nord,0
2020-02-13,Région,RSS10,10 - Nord-du-Québec,0
2020-02-13,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-02-13,Région,RSS12,12 - Chaudière-Appalaches,0
2020-02-13,Région,RSS13,13 - Laval,0
2020-02-13,Région,RSS14,14 - Lanaudière,0
2020-02-13,Région,RSS15,15 - Laurentides,0
2020-02-13,Région,RSS16,16 - Montérégie,0
2020-02-13,Région,RSS17,17 - Nunavik,0
2020-02-13,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-02-13,Région,RSS00,Inconnu,0
2020-02-13,Région,RSS98,Hors Québec,0
2020-02-13,Région,RSS99,Ensemble du Québec,0
2020-02-13,Groupe de région,REG01,Montréal et Laval,0
2020-02-13,Groupe de région,REG02,Ceinture de Montréal,0
2020-02-13,Groupe de région,REG03,Autres régions,0
2020-02-13,Groupe de région,REG00,Inconnu,0
2020-02-13,Groupe de région,REG98,Hors Québec,0
2020-02-13,Groupe d'âge,0_9,0-9 ans,0
2020-02-13,Groupe d'âge,10_19,10-19 ans,0
2020-02-13,Groupe d'âge,20_29,20-29 ans,0
2020-02-13,Groupe d'âge,30_39,30-39 ans,0
2020-02-13,Groupe d'âge,40_49,40-49 ans,0
2020-02-13,Groupe d'âge,50_59,50-59 ans,0
2020-02-13,Groupe d'âge,60_69,60-69 ans,0
2020-02-13,Groupe d'âge,70_79,70-79 ans,0
2020-02-13,Groupe d'âge,80_89,80-89 ans,0
2020-02-13,Groupe d'âge,90_,90 ans et plus,0
2020-02-13,Groupe d'âge,INC,Inconnu,0
2020-02-13,Groupe d'âge,TOT,Total,0
2020-02-13,Sexe,MASC,Masculin,0
2020-02-13,Sexe,FEM,Féminin,0
2020-02-13,Sexe,INC,Inconnu,0
2020-02-13,Sexe,TOT,Total,0
2020-02-14,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-02-14,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-02-14,Région,RSS03,03 - Capitale-Nationale,0
2020-02-14,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-02-14,Région,RSS05,05 - Estrie,0
2020-02-14,Région,RSS06,06 - Montréal,0
2020-02-14,Région,RSS07,07 - Outaouais,0
2020-02-14,Région,RSS08,08 - Abitibi-Témiscamingue,0
