,0
beta0,0.35672816917544325
gamma,0.2147347379171938
rho,0.36048065203808544
alpha,1.18763408824771
delta,0.6342194057057599
epsilon,0.22284575083424166
phi,0.42535880330252684
k,14.011491646277008
compliance_max,0.5289002816163537
beta_floor,0.27561573496606184
rho_obs,0.6284254667722929
log_theta,-5.0
I0,801.9738235382404
C0,519.3374428066489
P0,0.871337491596492
F0,0.2087865211075024
