,0
beta0,0.6324612540454687
gamma,0.3239417450408663
rho,0.14671254425997496
alpha,0.6493227191258615
delta,0.4458435588998831
epsilon,0.18173209910796384
phi,0.2137546579480851
k,7.040540286516242
compliance_max,0.6767079555374242
beta_floor,0.2520613227403599
rho_obs,0.9
log_theta,-2.102268732066077
I0,1130.4196532105273
C0,811.1227134985736
P0,0.7140383619791499
F0,0.2912789120730185
