,0
beta0,1.7520222817206825
gamma,0.5
alpha,1.173443706838639
rho_obs,1.0
delta,1.0
k,8.0
I0,1.0
C0,1.0
P0,1.0
F0,0.9975936205818116
R0,4.2253047655570296e-05
