param,grid,negloglik
alpha,0.0,1e+50
alpha,0.1,1e+50
alpha,0.2,1e+50
alpha,0.30000000000000004,1e+50
alpha,0.4,1e+50
alpha,0.5,1e+50
alpha,0.6000000000000001,1e+50
alpha,0.7000000000000001,1e+50
alpha,0.8,1e+50
alpha,0.9,1e+50
alpha,1.0,1e+50
alpha,1.1,1e+50
alpha,1.2000000000000002,1e+50
alpha,1.3,1e+50
alpha,1.4000000000000001,1e+50
alpha,1.5,1e+50
alpha,1.6,1e+50
alpha,1.7000000000000002,1e+50
alpha,1.8,1e+50
alpha,1.9000000000000001,1e+50
alpha,2.0,1e+50
