param,grid,negloglik
rho,0.05,1e+50
rho,0.0925,1e+50
rho,0.135,1e+50
rho,0.1775,1e+50
rho,0.21999999999999997,1e+50
rho,0.26249999999999996,1e+50
rho,0.305,1e+50
rho,0.3475,1e+50
rho,0.38999999999999996,1e+50
rho,0.43249999999999994,1e+50
rho,0.4749999999999999,1e+50
rho,0.5175,1e+50
rho,0.56,1e+50
rho,0.6025,1e+50
rho,0.645,1e+50
rho,0.6875,1e+50
rho,0.73,1e+50
rho,0.7725,1e+50
rho,0.815,1e+50
rho,0.8574999999999999,1e+50
rho,0.9,1e+50
