mu,inc,y
1e-12,0.0,3009.0
24.71854681316701,2188.840141147375,2392.0
100.13854947877368,2899.7928626202047,2292.0
204.01541577296305,3813.8443590980023,3439.0
324.6854870993941,4960.396123602986,3770.0
462.03406493019145,6349.009063350037,3566.0
619.9836332195764,7949.209153089672,3599.0
801.1442398474478,9670.670974260196,2977.0
1003.5121228098423,11360.193818915635,2622.0
1218.8815585672214,12834.14635846205,2463.0
1433.4628644905874,13943.252880025655,2930.0
1630.9757212371235,14630.086866712198,3578.0
1797.1195785267792,14935.582347441465,3469.0
1923.2345350792523,14956.441580699757,2946.0
2007.4974552369601,14794.180535169318,2341.0
2053.6689118664244,14526.766557682306,1809.0
2068.6052694264486,14204.043878337368,1632.0
2060.0496985126533,13854.457984263077,2099.0
2034.9688976774269,13493.28331422247,2788.0
1998.9325230683185,13128.629951247945,2959.0
1956.03277922896,12764.995181173086,2416.0
1909.106105903961,12405.114430906251,2133.0
1860.0451233945546,12050.863138237968,1431.0
1810.0879618681834,11703.66600488685,1457.0
1760.0428339643388,11364.67889628373,1986.0
1710.4445682376872,11034.865935452282,1962.0
1661.6561855701993,10715.036687070504,1812.0
1613.932180020585,10405.865667087957,1770.0
1567.4573460997626,10107.905819831416,1444.0
1522.3704477705023,9821.600342432037,1046.0
1478.7784538169244,9547.293627178296,921.0
1436.7649761350726,9285.241929516196,1552.0
1396.3953098601519,9035.622826671228,1596.0
1357.719594046667,8798.544197384268,1305.0
1320.7749791315387,8574.052035590634,1251.0
1285.5872642433237,8362.137347856537,1050.0
1252.172227383682,8162.741952672601,736.0
1220.5367448014858,7975.763161452487,721.0
1190.6797496759655,7801.058455146849,967.0
1162.5930477221577,7638.447577558458,1123.0
1136.26199306309,7487.715861185454,941.0
1111.6660580260545,7348.616300152615,858.0
1088.779300310654,7220.870594006032,782.0
1067.570734989183,7104.170691287145,605.0
1048.0046340799547,6998.179681896232,539.0
1030.040765735142,6902.532596197911,738.0
1013.6345880501317,6816.837300863117,710.0
998.7374132892454,6740.675338882953,643.0
985.2965543797015,6673.602857626975,558.0
973.2554672998301,6615.151936486363,530.0
962.5539123371126,6564.832822260447,392.0
953.1281372335662,6522.134593481198,406.0
944.9110771154966,6486.528091960587,576.0
937.8326030612385,6457.468859960325,682.0
931.819826544292,6434.400226898491,698.0
926.797458633125,6416.756985107437,590.0
922.6882268633741,6403.9694864507765,534.0
919.4133509305718,6395.46809343528,434.0
916.8930729466064,6390.687726647593,423.0
915.0472405500312,6389.07323892694,692.0
913.7959391676643,6390.084201410413,720.0
913.0601515990945,6393.199607141316,795.0
912.7624286410106,6397.922578813508,605.0
912.8275611239179,6403.784910755232,503.0
913.1832388021011,6410.350869554095,450.0
913.760674496117,6417.220465951599,456.0
914.4951753652083,6424.032062930055,798.0
915.3266456424606,6430.464243287221,728.0
916.2000076279704,6436.236916195601,814.0
917.0655305006491,6441.111630059779,762.0
917.879059736539,6444.891150317155,630.0
918.6021440893217,6447.418348797597,518.0
919.2020607910662,6448.574465902522,533.0
919.6517430827807,6448.276851859875,872.0
919.9296174923364,6446.476282480173,839.0
920.0193608034771,6443.153948362917,977.0
919.9095884798714,6438.318228716962,899.0
919.5934875680432,6432.001344356686,768.0
919.0684075497728,6424.255976969376,658.0
918.3354224674564,6415.151936372742,609.0
917.3988770078431,6404.772939296439,1089.0
916.2659281243037,6393.2135517615825,1172.0
914.9460924013141,6380.576337028295,1355.0
913.4508078362409,6366.969236327335,1108.0
911.7930170863071,6352.503200367093,923.0
909.9867776360064,6337.290081222542,829.0
908.046902844237,6321.440785367042,865.0
905.9886364586099,6305.063683172688,1636.0
903.827361988128,6288.263265736401,1771.0
901.5783473133345,6271.139035793953,1725.0
899.2565240778479,6253.784617487341,1654.0
896.876300749233,6236.287068256177,1197.0
894.451407741037,6218.726375077851,1145.0
891.9947726293667,6201.175117225386,1141.0
889.5184232616225,6183.698277994059,2071.0
887.0334164184402,6166.3531881105155,1904.0
884.5497896304489,6149.1895844573155,2021.0
882.0765337559809,6132.249768589623,1795.0
879.6215839761212,6115.56885033939,1528.0
877.1918269455779,6099.175062878989,1234.0
874.7931219436497,6083.090136571787,1244.0
872.4303339888703,6067.329719812609,2016.0
870.1073770073438,6051.90383608453,2204.0
867.8272652752366,6036.817367296666,2336.0
865.5921714852052,6022.070554274134,1914.0
863.4034899133685,6007.659506176598,2003.0
861.2619032878271,5993.5767113585025,1526.0
859.1674520792047,5979.811542899348,1402.0
857.119605048828,5966.3507528454065,2145.0
855.1173300022405,5953.1789498711005,2403.0
853.1591638036863,5940.279055754654,2080.0
851.2432808118361,5927.632736775093,1951.0
849.367558999136,5915.220806783065,1606.0
847.5296431162199,5903.023599323817,1283.0
845.7270043594086,5891.021306873299,1278.0
843.9569960934277,5879.194285775535,1800.0
842.2169052720826,5867.523326095194,1802.0
840.5039992876345,5855.9898861423135,1574.0
838.8155680638541,5844.576291896403,1461.0
837.1489612868701,5833.26590200793,1340.0
835.5016207431488,5822.0432395925745,981.0
833.8711078039987,5810.894092212431,970.0
832.2551261586532,5799.80558191333,1386.0
830.6515399555011,5788.76620738022,1447.0
829.058387561601,5777.765860525891,1341.0
827.4738911932537,5766.795819873922,1042.0
825.8964627060531,5755.848723419011,1097.0
824.3247058620808,5744.918523453176,786.0
822.7574154120218,5734.000426038168,788.0
821.1935733446026,5723.090817710385,1271.0
819.6323426630414,5712.187181903981,1136.0
818.0730590490683,5701.28800754156,1171.0
816.5152207705212,5690.392692040652,1193.0
814.9584771786448,5679.501440901309,919.0
813.4026161267469,5668.615165765397,779.0
811.8475506234942,5657.73538279254,715.0
810.2933050132698,5646.864112854935,1224.0
808.7400009516933,5636.003784961067,1263.0
807.1878434187926,5625.157144044526,1123.0
805.6371069856286,5614.327164144255,998.0
804.0881225229941,5603.516967694275,864.0
802.5412645125779,5592.729751545936,687.0
800.9969390944476,5581.968720180914,646.0
799.4555729585904,5571.237026324496,948.0
797.9176031624916,5560.537719104439,1025.0
796.3834679176788,5549.873698362149,906.0
794.8535983966019,5539.24768004939,770.0
793.328411643927,5528.662168649957,761.0
791.8083045239348,5518.119429297745,571.0
790.2936485975854,5507.621472149156,489.0
788.7847859776888,5497.1700429087505,804.0
787.2820261616031,5486.766618501395,957.0
785.7856437753787,5476.41240664199,844.0
784.2958771414877,5466.108350293711,802.0
782.8129275990951,5455.855135970749,663.0
781.3369595060261,5445.653205395676,478.0
779.8681008486199,5435.50276986137,455.0
778.4064443830092,5425.403826854192,615.0
776.9520492313259,5415.356178349815,917.0
775.5049428568581,5405.359450355172,867.0
774.0651233448309,5395.413113218732,870.0
772.6325619182644,5385.516502297483,652.0
771.2072056223091,5375.668838608079,579.0
769.7889801153153,5365.869249142706,566.0
768.3777925095897,5356.116786525585,919.0
766.9735342101607,5346.410447794013,846.0
765.5760837057346,5336.749192070216,778.0
764.1853092715023,5327.131956959143,753.0
762.8010715494769,5317.557673572563,632.0
761.4232259776011,5308.025280015543,464.0
760.0516250442838,5298.533733377233,601.0
758.6861203508093,5289.082020091824,928.0
757.3265644684247,5279.669164753519,913.0
755.9728125822237,5270.2942373668775,851.0
754.624723918047,5260.956359104253,868.0
753.2821629525259,5251.654706614092,770.0
751.9450004099705,5242.388515006751,636.0
750.6131140529571,5233.157079556026,603.0
749.2863892759158,5223.959756293334,970.0
747.9647195135805,5214.795961544849,1082.0
746.6480064774845,5205.665170572698,1031.0
745.3361602354317,5196.56691543106,893.0
744.0290991497741,5187.500782149844,882.0
742.7267496908238,5178.466407374479,603.0
741.429046142181,5169.463474581018,723.0
740.1359302146348,5160.491709955968,955.0
738.8473505849123,5151.550878071226,1106.0
737.5632623752977,5142.640777437016,977.0
736.2836265892549,5133.761236015707,1031.0
735.0084095171102,5124.91210677661,931.0
733.7375821029315,5116.093261423521,628.0
732.471119341529,5107.304592686705,706.0
731.2089997402458,5098.546004800126,780.0
729.9512046822606,5089.817407065071,1101.0
728.6977177897463,5081.118716689758,1237.0
727.4485244090296,5072.449853706174,1058.0
726.2036111317839,5063.810737843625,1016.0
724.9629653392943,5055.201286294498,709.0
723.7265747839344,5046.62141169142,648.0
722.4944272150537,5038.071020430885,1053.0
721.2665100524091,5029.550011344254,1081.0
720.0428101078546,5021.058274663985,1027.0
718.8233133542882,5012.595691292547,905.0
717.6080047406047,5004.162132378668,762.0
716.3968680507712,4995.757459113374,591.0
715.1898858041205,4987.381522773765,596.0
713.9870391939012,4979.034164972603,1066.0
712.7883080610945,4970.715218072757,1011.0
711.5936708998508,4962.4245057674125,989.0
710.4031048906887,4954.161843756214,934.0
709.2165859579117,4945.927040554583,835.0
708.0340888476223,4937.719898336567,549.0
706.8555872223351,4929.5402138493955,558.0
705.6810537690084,4921.387779364362,895.0
704.5104603169617,4913.262383594178,1033.0
703.3437779622467,4905.163812648505,867.0
702.1809771959258,4897.0918509326875,933.0
701.0220280333215,4889.0462820176035,815.0
699.8669001418709,4881.026889460161,605.0
698.7155629653907,4873.033457553014,636.0
697.5679858431005,4865.06577204261,926.0
696.4241381218454,4857.123620716855,912.0
695.2839892599357,4849.206793977879,889.0
694.1475089221033,4841.315085301176,727.0
693.0146670646178,4833.448291632347,672.0
691.8854340101018,4825.606213700026,519.0
690.7597805118243,4817.788656266406,523.0
689.637677807588,4809.995428303257,814.0
688.5190976632094,4802.226343091577,1034.0
687.4040124059374,4794.481218284927,839.0
686.2923949484617,4786.7598758954555,795.0
685.1842188038536,4779.062142238021,709.0
684.0794580922197,4771.387847837992,610.0
682.9780875398477,4763.736827289686,618.0
681.8800824715804,4756.108919096179,972.0
680.7854187972737,4748.50396547094,1074.0
679.6940729932238,4740.9218121422455,1029.0
678.6060220793643,4733.3623081073165,942.0
677.5212435929284,4725.825305422768,853.0
676.4397155596938,4718.310658956878,701.0
675.3614164631812,4710.818226148374,750.0
674.2863252127277,4703.347866795026,1156.0
673.214421111188,4695.899442810565,1288.0
672.1456838224693,4688.472818016075,1314.0
671.0800933397707,4681.067857951857,985.0
670.0176299549457,4673.684429674409,996.0
668.9582742291473,4666.322401598096,803.0
667.9020069653351,4658.981643341482,719.0
666.848809182708,4651.662025581114,1195.0
665.7986620932497,4644.363419947214,1348.0
664.7515470808091,4637.085698923096,1227.0
663.7074456824672,4629.828735746443,1101.0
662.6663395722628,4622.59240436554,965.0
661.6282105474514,4615.376579367556,821.0
660.5930405169956,4608.181135957129,765.0
659.5608114924471,4601.005949928425,1166.0
658.5315055808669,4593.85089764744,1315.0
657.505104979694,4586.715856062248,1363.0
656.4815919735694,4579.600702707656,1219.0
655.4609489327038,4572.505315714516,1060.0
654.4431583126809,4565.42957384605,863.0
653.4282026556393,4558.373356515542,880.0
652.4160645924425,4551.336543822661,1289.0
651.4067268457527,4544.319016586989,1459.0
650.4001722337738,4537.320656381547,1217.0
649.3963836745211,4530.3413455737755,992.0
648.3953441905009,4523.380967359059,766.0
647.3970369135393,4516.439405792393,513.0
646.40144508964,4509.516545824707,471.0
645.4085520838446,4502.612273333594,769.0
644.4183413849385,4495.726475148462,970.0
643.4307966098037,4488.859039070085,1143.0
642.4459015074781,4482.0098539041355,1204.0
641.4636399628715,4475.178809461184,819.0
640.4839959998851,4468.365796579979,611.0
639.5069537841584,4461.570707135834,453.0
638.5324976252529,4454.793434036896,793.0
637.5606119783197,4448.033871241845,927.0
636.5912814452914,4441.291913737543,1099.0
635.624490775504,4434.567457557656,884.0
634.6602248659144,4427.860399750061,771.0
633.6984687607126,4421.1706383870915,550.0
632.7392076506263,4414.498072538525,584.0
631.7824268718039,4407.842602269724,790.0
630.8281119043638,4401.2041286109015,708.0
629.8762483705491,4394.582553552464,742.0
628.9268220326835,4387.977780016139,632.0
627.9798187908617,4381.3897118438035,489.0
627.0352246805473,4374.818253775127,449.0
626.0930258699204,4368.263311418705,483.0
625.153208657148,4361.724791251123,657.0
624.2157594676819,4355.202600575052,638.0
623.2806648513985,4348.696647518314,554.0
622.3479114798779,4342.206841005012,530.0
621.4174861435953,4335.733090735972,453.0
620.489375749228,4329.275307184085,319.0
619.5635673170854,4322.833401559852,337.0
618.6400479785342,4316.407285813242,535.0
617.7188049736544,4309.996872607619,532.0
616.7998256489277,4303.602075311355,510.0
615.88309745508,4297.222807983868,419.0
614.9686079451178,4290.858985370025,416.0
614.056344772458,4284.510522875935,316.0
613.1462956891422,4278.177336577326,338.0
612.2384485442997,4271.859343195334,534.0
611.3327912826446,4265.556460099295,584.0
610.4293119431533,4259.268605292775,542.0
609.5279986578457,4252.995697413571,533.0
608.628839650715,4246.737655722536,408.0
607.7318232366747,4240.494400097989,296.0
606.8369378205955,4234.2658510338515,388.0
605.9441718964972,4228.051929635927,589.0
605.0535140468259,4221.852557615377,615.0
604.1649529417389,4215.667657284066,589.0
603.2784773383648,4209.497151547112,535.0
602.3940760801576,4203.340963910334,506.0
601.5117380963973,4197.199018467218,401.0
600.6314524015999,4191.071239896119,379.0
599.7532080949435,4184.957553460263,589.0
598.876994359716,4178.857884998433,585.0
598.0028004627159,4172.77216092404,554.0
597.1306157537589,4166.700308227912,482.0
596.2604296651646,4160.64225445874,416.0
595.3922317110785,4154.5979277305305,397.0
594.5260114869209,4148.567256717011,363.0
593.6617586688523,4142.550170646049,614.0
592.7994630131365,4136.546599289402,574.0
591.9391143554284,4130.556472964585,486.0
591.0807026101555,4124.5797225302085,486.0
590.224217769885,4118.616279376671,457.0
589.3696499046348,4112.6660754252225,328.0
588.5169891611549,4106.729043116793,369.0
587.6662257621848,4100.805115414783,518.0
586.8173500057369,4094.8942257910967,620.0
585.9703522643537,4088.996308230795,547.0
585.1252229844151,4083.111297218129,455.0
584.2819526853343,4077.2391277328134,428.0
583.4405319587909,4071.379735250026,294.0
582.6009514680383,4065.5330557310954,328.0
581.763201947071,4059.699025610462,545.0
580.9272741998625,4053.8775818124413,518.0
580.0931590996919,4048.068661717698,451.0
579.2608475883117,4042.272203183733,425.0
578.4303306752886,4036.488144522533,391.0
577.6015994372551,4030.7164245061576,273.0
576.7746450171458,4024.9569823490456,284.0
575.9494586234796,4019.209757724777,483.0
575.1260315297563,4013.4746907372028,471.0
574.3043550736968,4007.7517219344154,425.0
573.4844206565957,4002.040792291984,401.0
572.6662197426383,3996.3418432176113,408.0
571.8497438582858,3990.6548165408894,285.0
571.0349845916577,3984.979654514231,277.0
570.2219335919035,3979.316299800761,450.0
569.4105825685803,3973.6646954817697,437.0
568.6009232910741,3968.024785039015,419.0
567.7929475880021,3962.3965123668313,364.0
566.9866473466949,3956.7798217525706,352.0
566.1820145125806,3951.174657884054,286.0
565.3790410886663,3945.580965841189,248.0
564.5777191350016,3939.9986910931766,437.0
563.7780407681864,3934.42777949851,412.0
562.9799981608467,3928.868177291937,441.0
562.1835835410762,3923.319831092842,368.0
561.3887891919633,3917.782687892206,340.0
560.5956074510999,3912.256695058197,280.0
559.8040307101277,3906.74180032406,276.0
559.0140514142306,3901.2379517918453,425.0
558.2256620616583,3895.7450979230925,442.0
557.4388552032374,3890.2631875416264,386.0
556.6536234419622,3884.792169828899,408.0
555.8699594325221,3879.331994314678,335.0
555.0878558808158,3873.882610884495,256.0
554.3073055435235,3868.443969765678,248.0
553.5283012276342,3863.016021533869,343.0
552.7508357900626,3857.598717105575,474.0
551.9749021371682,3852.1920077297837,505.0
551.2004932243026,3846.795844999142,474.0
550.4276020554526,3841.4101808322594,412.0
549.6562216827431,3836.0349674774334,234.0
548.886345206004,3830.6701575107872,294.0
548.1179657724034,3825.3157038334757,454.0
547.3510765760227,3819.971559662372,428.0
546.5856708574139,3814.637678537518,357.0
545.8217419032169,3809.314014309086,321.0
545.0592830457049,3804.0005211411044,348.0
544.2982876624441,3798.697153511457,272.0
543.5387491758974,3793.4038661960512,224.0
542.7806610529668,3788.120614282787,449.0
542.0240168046457,3782.8473531547934,354.0
541.2688099856068,3777.5840384988114,329.0
540.5150341938395,3772.3306262930855,310.0
539.7626830702644,3767.0870728148147,274.0
539.0117502983788,3761.853334626183,233.0
538.2622296038579,3756.6293685836717,206.0
