,0
N,8800000
rho,0.095
epsilon,0.25
phi,0.25
compliance_max,0.8
beta_floor,0.1
obs,"{'delay_sd': 2.0, 'delay_maxlag': 14}"
beta0,2.0
gamma,0.5296616314338489
alpha,3.2061709125994664
rho_obs,0.05
delta,0.07081870789645656
k,1.2317424201793656
log_theta,2.1256327032962745
I0,2668.0574740070274
C0,4597.756003157791
P0,0.0
F0,0.2710135819050079
R0,3696.5209473426157
a1,0.058167936405802464
b1,0.0928654051541318
a2,-0.06393254242001974
b2,0.01261780482101521
delay_mean,2.215928472934103
