f,Pxx
0.0,217575.91425459148
0.005747126436781609,6546726.748021831
0.011494252873563218,1765231.8997502092
0.017241379310344827,7265.014221596846
0.022988505747126436,15857.507230511646
0.028735632183908046,3696.9373300348498
0.034482758620689655,1003.0152467886126
0.040229885057471264,210.26565503821507
0.04597701149425287,72.18347203855727
0.05172413793103448,51.44759117823729
0.05747126436781609,23.846375057552937
0.06321839080459771,4.346871973064941
0.06896551724137931,0.4301876847638882
0.07471264367816091,1.366583000987048
0.08045977011494253,1.052379172124778
0.08620689655172414,0.2483140561430567
0.09195402298850575,0.03439321374816054
0.09770114942528735,0.11492759881949215
0.10344827586206896,0.1150519203745482
0.10919540229885058,0.05684521038866789
0.11494252873563218,0.03068219279701142
0.12068965517241378,0.030085635368381144
0.12643678160919541,0.026208975030662454
0.13218390804597702,0.017882968805347187
0.13793103448275862,0.012380425874425928
0.14367816091954022,0.009794966439373503
0.14942528735632182,0.007719919769477347
0.15517241379310345,0.005744438012545382
0.16091954022988506,0.004309384571800566
0.16666666666666666,0.0033961702865759028
0.1724137931034483,0.0027378829812579825
0.1781609195402299,0.0022082210147869124
0.1839080459770115,0.001794207976220279
0.1896551724137931,0.0014732872044847223
0.1954022988505747,0.0012062200817677406
0.20114942528735633,0.0009755751866374041
0.20689655172413793,0.0007778252742423881
0.21264367816091953,0.0006128800807181491
0.21839080459770116,0.00048087390793756654
0.22413793103448276,0.0003779311326384239
0.22988505747126436,0.0003009843051459729
0.23563218390804597,0.00024682902809638677
0.24137931034482757,0.0002095351859022232
0.2471264367816092,0.00018281826230147732
0.25287356321839083,0.00016239729731831794
0.25862068965517243,0.00014442576517067528
0.26436781609195403,0.00012662746359539252
0.27011494252873564,0.00010856436845332941
0.27586206896551724,9.031411966289432e-05
0.28160919540229884,7.309672188321476e-05
0.28735632183908044,5.8074444492225856e-05
0.29310344827586204,4.604229026341337e-05
0.29885057471264365,3.7376119856015035e-05
0.3045977011494253,3.201189906051763e-05
0.3103448275862069,2.9150873766844428e-05
0.3160919540229885,2.7725511977442747e-05
0.3218390804597701,2.6993476157736372e-05
0.3275862068965517,2.5947894823461694e-05
0.3333333333333333,2.4116439801784978e-05
0.3390804597701149,2.1483532427314918e-05
0.3448275862068966,1.8151411138819017e-05
0.3505747126436782,1.46387591393753e-05
0.3563218390804598,1.142397323593806e-05
0.3620689655172414,8.886973212097668e-06
0.367816091954023,7.272768376300701e-06
0.3735632183908046,6.596251347711131e-06
0.3793103448275862,6.638993660277863e-06
0.3850574712643678,7.070152605780748e-06
0.3908045977011494,7.53844398501235e-06
0.39655172413793105,7.710281342179795e-06
0.40229885057471265,7.424407624056241e-06
0.40804597701149425,6.658947944783525e-06
0.41379310344827586,5.546337838740885e-06
0.41954022988505746,4.320929553519148e-06
0.42528735632183906,3.218744654213633e-06
0.43103448275862066,2.459006755968981e-06
0.4367816091954023,2.1498869602163022e-06
0.4425287356321839,2.269079717306161e-06
0.4482758620689655,2.7055084679108193e-06
0.4540229885057471,3.250912302447653e-06
0.45977011494252873,3.6948847570650306e-06
0.46551724137931033,3.896503060111827e-06
0.47126436781609193,3.7441063861113848e-06
0.47701149425287354,3.2944715099372054e-06
0.48275862068965514,2.6540542152847743e-06
0.4885057471264368,1.9967913057885824e-06
0.4942528735632184,1.520922494251449e-06
0.5,6.721926932162272e-07
