,0
beta0,0.6572954151611241
gamma,0.3146093393836136
alpha,0.2690114498508821
rho_obs,0.9805050864409725
delta,0.0433806383134354
k,10.532794197980529
log_theta,3.6458497907303156
I0,1.066690722558356
C0,1320.3432868841567
P0,0.1393218177636908
F0,0.8375809708416404
R0,1535.0498871026232
a1,-0.026726574094537416
b1,-0.1817050872880695
a2,0.008912547216275837
b2,-0.050039821839460805
delay_mean,2.8057657993507794
