param,grid,negloglik
k,0.5,2175.1817822218827
k,0.9791666666666667,2171.1207281661254
k,1.4583333333333335,2170.6441305263875
k,1.9375,2170.5756631752574
k,2.416666666666667,2170.559063950447
k,2.8958333333333335,2170.015671307776
k,3.375,2169.695457691773
k,3.854166666666667,2169.4063627087517
k,4.333333333333334,2169.140830734711
k,4.8125,2168.896957574988
k,5.291666666666667,2168.674533042227
k,5.770833333333334,2168.4722781646055
k,6.25,2168.2890280968018
k,6.729166666666667,2168.122989319828
k,7.208333333333334,2167.9726845473374
k,7.6875,2167.836317769428
k,8.166666666666668,2167.711666024029
k,8.645833333333334,2167.5988665140244
k,9.125,2167.4953077094724
k,9.604166666666668,2167.3997047757316
k,10.083333333333334,2167.3359618676145
k,10.5625,2167.229954806986
k,11.041666666666668,2170.313293444808
k,11.520833333333334,2170.29974276198
k,12.0,2170.2864845481613
